timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_road_id,distance_km,duration_minutes,fare_amount,status
2026-06-16T05:16:49.028805+00:00,30.083202,31.346645,30.006535,31.211661,8,15.54,31.9,179.4,COMPLETED
2026-06-16T05:20:49.028805+00:00,30.016145,31.232283,29.992916,31.167384,2,6.76,21.3,97.65,COMPLETED
2026-06-16T04:31:49.028805+00:00,30.054117,31.223047,30.091174,31.312568,13,9.55,24.7,123.68,COMPLETED
2026-06-16T04:33:49.028805+00:00,30.071753,31.234689,30.077751,31.342229,2,10.37,33.0,142.27,COMPLETED
2026-06-16T05:22:49.028805+00:00,30.042058,31.293037,29.992915,31.214862,7,9.3,19.4,113.85,COMPLETED
2026-06-16T04:56:49.028805+00:00,30.12535,30.979072,30.108156,31.347366,4,35.48,65.1,378.75,COMPLETED
2026-06-16T06:11:49.028805+00:00,30.065436,31.211283,30.048545,31.319222,13,10.56,36.2,148.5,COMPLETED
2026-06-16T06:04:49.028805+00:00,30.067485,31.34816,29.977028,31.167375,8,20.1,37.5,222.0,COMPLETED
2026-06-16T06:06:49.028805+00:00,30.035635,31.220546,30.049595,31.197068,12,2.74,7.4,46.65,COMPLETED
2026-06-16T06:05:49.028805+00:00,30.127457,31.333577,30.031884,31.265199,15,12.5,34.0,159.75,COMPLETED
2026-06-16T06:16:49.028805+00:00,30.078575,31.330671,30.07927,31.317889,15,1.23,3.5,29.48,COMPLETED
2026-06-16T05:43:49.028805+00:00,30.051587,31.306363,30.075678,31.341383,3,4.31,10.9,63.68,COMPLETED
2026-06-16T05:48:49.028805+00:00,29.992297,31.280296,30.094629,31.416336,2,17.35,60.5,235.88,COMPLETED
2026-06-16T05:53:49.028805+00:00,30.053177,31.326963,29.931131,31.181447,7,19.51,44.0,227.32,COMPLETED
2026-06-16T06:05:49.028805+00:00,30.139858,31.389356,29.708863,31.481901,9,48.75,130.3,576.08,COMPLETED
2026-06-16T05:48:49.028805+00:00,30.040396,31.305893,30.008996,31.251355,7,6.31,17.0,87.82,CANCELLED
2026-06-16T05:31:49.028805+00:00,30.027865,31.183502,30.010578,31.324957,10,13.75,37.4,174.22,COMPLETED
2026-06-16T05:52:49.028805+00:00,30.02554,31.196932,29.965809,31.15425,12,7.81,20.0,103.57,COMPLETED
2026-06-16T05:45:49.028805+00:00,30.080255,31.318496,29.993201,31.200649,7,14.91,49.8,201.52,COMPLETED
2026-06-16T06:09:49.028805+00:00,30.084877,31.281241,29.983372,31.229388,1,12.34,27.2,148.35,COMPLETED
2026-06-16T06:24:49.028805+00:00,30.104493,31.203781,29.618018,31.228441,12,54.15,150.7,647.17,COMPLETED
2026-06-16T06:49:49.028805+00:00,30.120644,31.399774,30.094557,31.465029,9,6.91,13.5,87.08,COMPLETED
2026-06-16T07:04:49.028805+00:00,30.121532,31.350916,29.650441,31.447403,15,53.2,141.5,626.25,COMPLETED
2026-06-16T07:03:49.028805+00:00,30.113615,31.138093,30.104091,31.408036,3,25.99,51.9,287.77,COMPLETED
2026-06-16T06:55:49.028805+00:00,30.5145,31.546163,30.035664,31.178655,4,63.88,138.2,701.4,COMPLETED
2026-06-16T07:00:49.028805+00:00,30.04558,31.121279,30.045891,31.334699,14,20.54,60.6,259.95,COMPLETED
2026-06-16T06:40:49.028805+00:00,30.104886,31.304671,30.084444,31.330968,15,3.4,10.3,55.95,COMPLETED
2026-06-16T07:08:49.028805+00:00,29.985693,31.108805,30.056497,31.306362,3,20.59,60.6,260.33,COMPLETED
2026-06-16T06:54:49.028805+00:00,30.236646,31.450786,30.018528,31.149099,14,37.82,130.6,494.55,COMPLETED
2026-06-16T06:31:49.028805+00:00,30.055354,31.174971,30.068574,31.189022,2,2.0,5.2,37.8,CANCELLED
2026-06-16T07:58:49.028805+00:00,29.98618,31.286182,30.077645,31.344716,2,11.63,35.9,156.07,COMPLETED
2026-06-16T08:08:49.028805+00:00,29.716537,31.253283,30.408141,31.572425,4,82.81,272.4,1044.68,COMPLETED
2026-06-16T08:15:49.028805+00:00,29.954894,31.219427,30.00921,31.182083,3,7.03,15.6,91.12,COMPLETED
2026-06-16T08:02:49.028805+00:00,30.070616,31.30262,30.02721,31.235288,7,8.08,14.6,97.5,CANCELLED
2026-06-16T07:29:49.028805+00:00,29.993615,31.194914,29.950014,31.118753,11,8.79,21.6,113.32,COMPLETED
2026-06-16T07:38:49.028805+00:00,30.010091,31.179538,30.129773,31.33873,11,20.29,58.8,255.37,NO_SHOW
2026-06-16T07:40:49.028805+00:00,30.511578,31.402792,30.150311,31.40164,4,40.17,87.1,446.92,COMPLETED
2026-06-16T08:18:49.028805+00:00,30.070047,31.219517,30.024727,31.168258,13,7.05,13.6,88.28,COMPLETED
2026-06-16T08:16:49.028805+00:00,29.982199,31.225002,30.072161,31.278362,2,11.25,33.3,149.32,COMPLETED
2026-06-16T07:54:49.028805+00:00,30.015223,31.196524,29.695962,30.825446,11,50.41,96.7,538.12,COMPLETED
2026-06-16T07:40:49.028805+00:00,30.004869,31.177922,30.087831,31.352239,3,19.15,59.8,248.32,COMPLETED
2026-06-16T08:21:49.028805+00:00,30.022335,31.311308,30.018027,31.025097,9,27.56,94.6,363.6,COMPLETED
2026-06-16T08:14:49.028805+00:00,30.049298,31.216697,30.047136,31.23148,13,1.44,3.1,30.45,COMPLETED
2026-06-16T08:09:49.028805+00:00,30.016695,31.216808,30.089039,31.257162,1,8.93,21.2,113.78,COMPLETED
2026-06-16T07:24:49.028805+00:00,29.663381,31.342814,30.020988,31.252385,4,40.71,135.4,523.42,COMPLETED
2026-06-16T07:31:49.028805+00:00,29.635295,31.369995,29.991218,31.193215,14,43.1,100.0,488.25,COMPLETED
2026-06-16T08:13:49.028805+00:00,30.040495,31.225049,30.050038,31.209779,12,1.81,5.9,37.43,COMPLETED
2026-06-16T07:36:49.028805+00:00,30.036856,31.264167,30.293016,31.102686,1,32.44,106.9,418.65,COMPLETED
2026-06-16T08:22:49.028805+00:00,30.066437,31.334322,30.065911,31.33329,8,0.5,2.0,21.75,COMPLETED
2026-06-16T08:13:49.028805+00:00,29.988993,31.18133,30.013464,31.161227,11,3.34,11.3,57.0,COMPLETED
2026-06-16T07:35:49.028805+00:00,29.87354,31.587975,30.017541,31.159443,14,44.29,91.3,484.12,COMPLETED
2026-06-16T07:36:49.028805+00:00,30.054728,31.165641,29.752164,31.192248,12,33.74,81.4,390.15,CANCELLED
2026-06-16T07:32:49.028805+00:00,30.06709,31.308316,30.026168,31.177821,15,13.36,27.6,156.6,COMPLETED
2026-06-16T07:30:49.028805+00:00,30.074111,31.03376,30.06372,31.368699,14,32.25,82.4,380.48,COMPLETED
2026-06-16T08:13:49.028805+00:00,30.084792,31.347287,30.016647,31.184203,15,17.43,31.9,193.58,COMPLETED
2026-06-16T07:56:49.028805+00:00,29.994434,31.701588,30.034778,31.371485,14,32.1,72.8,364.95,CANCELLED
2026-06-16T07:55:49.028805+00:00,30.05181,31.206537,30.038095,31.368382,13,15.65,43.6,197.78,COMPLETED
2026-06-16T07:59:49.028805+00:00,30.013614,31.44685,30.091119,31.304602,6,16.18,44.2,202.65,COMPLETED
2026-06-16T08:18:49.028805+00:00,30.124415,31.306495,30.030692,31.236285,15,12.42,35.9,162.0,COMPLETED
2026-06-16T07:38:49.028805+00:00,30.06547,31.225405,29.751991,30.829713,13,51.67,95.8,546.22,COMPLETED
2026-06-16T08:12:49.028805+00:00,30.043073,31.186212,29.983784,31.210795,1,7.0,22.7,101.55,COMPLETED
2026-06-16T07:57:49.028805+00:00,30.100923,31.350511,30.004179,31.290559,9,12.21,23.6,141.98,COMPLETED
2026-06-16T08:27:49.028805+00:00,29.807258,31.433691,30.137574,31.426062,14,36.74,113.2,460.35,COMPLETED
2026-06-16T08:55:49.028805+00:00,30.064453,31.197759,30.04659,31.220283,1,2.94,7.7,48.6,COMPLETED
2026-06-16T08:57:49.028805+00:00,30.028505,31.133212,30.074798,31.164729,3,5.97,14.9,82.12,COMPLETED
2026-06-16T08:29:49.028805+00:00,29.604208,31.289746,30.064693,31.224368,4,51.59,117.8,578.62,CANCELLED
2026-06-16T08:24:49.028805+00:00,30.043636,31.289408,29.990012,31.251604,7,6.99,19.1,96.08,COMPLETED
2026-06-16T09:18:49.028805+00:00,30.049468,31.226838,30.003167,31.193986,13,6.04,11.8,78.0,COMPLETED
2026-06-16T09:20:49.028805+00:00,29.715578,30.999669,30.044832,31.221251,14,42.39,125.5,521.17,COMPLETED
2026-06-16T08:36:49.028805+00:00,30.012068,31.209233,30.068292,31.21694,10,6.3,18.8,90.45,COMPLETED
2026-06-16T08:34:49.028805+00:00,30.094461,31.100357,30.051325,31.289932,4,18.86,63.9,252.3,COMPLETED
2026-06-16T08:35:49.028805+00:00,30.124894,31.326919,30.000293,31.180022,15,19.79,51.1,240.08,CANCELLED
2026-06-16T08:29:49.028805+00:00,30.047367,31.230829,30.497561,31.5011,3,56.39,117.5,614.17,COMPLETED
2026-06-16T09:13:49.028805+00:00,29.762687,31.742138,29.989028,31.197915,4,58.2,107.9,613.35,COMPLETED
2026-06-16T08:27:49.028805+00:00,30.099822,31.383649,29.97834,31.058169,9,34.12,70.6,376.8,COMPLETED
2026-06-16T09:05:49.028805+00:00,29.967808,31.181875,30.110107,31.206185,10,16.0,39.3,193.95,COMPLETED
2026-06-16T08:40:49.028805+00:00,30.083636,31.346018,30.118071,31.299873,6,5.86,11.8,76.65,COMPLETED
2026-06-16T09:10:49.028805+00:00,30.061656,31.218019,30.043083,31.226418,13,2.22,5.8,40.35,COMPLETED
2026-06-16T09:06:49.028805+00:00,30.124715,31.311055,30.033307,31.182237,15,16.03,55.1,217.88,COMPLETED
2026-06-16T08:46:49.028805+00:00,30.065357,31.220852,30.026134,31.45106,13,22.58,67.7,285.9,COMPLETED
2026-06-16T09:05:49.028805+00:00,30.043647,31.299702,29.698739,30.842472,9,58.43,185.9,732.08,COMPLETED
2026-06-16T09:14:49.028805+00:00,30.115112,31.319273,29.961946,31.29002,9,17.26,38.9,202.8,COMPLETED
2026-06-16T09:05:49.028805+00:00,30.097152,31.244735,30.012829,31.212467,12,9.88,28.9,132.45,COMPLETED
2026-06-16T08:39:49.028805+00:00,30.117421,31.377677,29.868361,31.132306,9,36.41,67.6,389.48,COMPLETED
2026-06-16T09:07:49.028805+00:00,30.078012,31.148567,30.024496,31.251964,12,11.6,22.0,135.0,COMPLETED
2026-06-16T09:36:49.028805+00:00,30.018305,31.195374,30.019315,31.170951,1,2.35,7.2,43.42,COMPLETED
2026-06-16T09:25:49.028805+00:00,30.044294,31.183578,30.008609,31.303951,5,12.25,23.0,141.38,COMPLETED
2026-06-16T09:35:49.028805+00:00,30.144186,31.418441,30.007722,31.189349,6,26.76,48.9,289.05,COMPLETED
2026-06-16T10:06:49.028805+00:00,30.02038,31.212754,30.034822,31.483892,1,26.15,72.4,319.73,COMPLETED
2026-06-16T09:47:49.028805+00:00,30.052575,31.313855,30.038298,31.179329,7,13.05,31.6,160.28,COMPLETED
2026-06-16T09:44:49.028805+00:00,30.078257,31.350791,30.108571,31.3168,15,4.7,11.6,67.65,COMPLETED
2026-06-16T10:07:49.028805+00:00,30.204612,31.47752,30.015902,31.233278,6,31.5,60.4,341.85,COMPLETED
2026-06-16T09:35:49.028805+00:00,30.042156,31.274473,30.022982,31.204922,1,7.03,19.0,96.22,COMPLETED
2026-06-16T10:19:49.028805+00:00,30.002161,31.16723,30.020127,31.211741,11,4.73,14.7,72.53,COMPLETED
2026-06-16T09:28:49.028805+00:00,29.772393,31.130203,30.030335,31.214788,4,29.82,74.3,350.1,COMPLETED
2026-06-16T09:38:49.028805+00:00,30.118245,31.35178,30.008959,31.184679,9,20.16,49.2,240.0,COMPLETED
2026-06-16T09:48:49.028805+00:00,30.032843,31.408573,30.099744,31.210986,9,20.42,37.7,224.7,COMPLETED
2026-06-16T09:56:49.028805+00:00,29.973343,31.171895,30.115694,31.310778,3,20.72,45.6,238.8,COMPLETED
2026-06-16T10:11:49.028805+00:00,30.052562,31.211926,29.778702,31.451,13,38.19,74.1,412.57,COMPLETED
2026-06-16T10:01:49.028805+00:00,29.982527,31.174116,30.007056,31.185703,10,2.95,10.0,52.12,CANCELLED
2026-06-16T09:24:49.028805+00:00,30.003892,31.197837,30.03244,31.182178,12,3.51,11.0,57.82,COMPLETED
2026-06-16T10:06:49.028805+00:00,29.995439,31.51047,30.116862,31.357083,14,20.01,59.5,254.32,COMPLETED
2026-06-16T09:42:49.028805+00:00,30.030834,31.190081,29.978996,31.124205,5,8.57,22.7,113.32,NO_SHOW
2026-06-16T10:18:49.028805+00:00,30.10881,31.485341,30.226419,31.366208,6,17.38,40.6,206.25,COMPLETED
2026-06-16T10:06:49.028805+00:00,30.076087,31.342003,30.077083,31.315404,8,2.56,7.6,45.6,COMPLETED
2026-06-16T10:14:49.028805+00:00,29.9978,31.284788,30.062542,31.3522,1,9.69,24.5,124.42,COMPLETED
2026-06-16T09:33:49.028805+00:00,30.023628,31.257855,30.057681,31.439766,2,17.92,43.4,214.5,COMPLETED
2026-06-16T10:21:49.028805+00:00,30.057796,31.178919,30.07479,31.288055,2,10.67,27.2,135.82,CANCELLED
2026-06-16T10:22:49.028805+00:00,30.066468,31.333934,30.050735,31.274108,8,6.02,14.6,82.05,COMPLETED
2026-06-16T09:35:49.028805+00:00,30.019979,31.239525,30.081005,31.340395,12,11.84,23.9,139.65,COMPLETED
2026-06-16T09:35:49.028805+00:00,30.080088,31.316571,30.030478,31.322405,7,5.54,13.7,77.1,COMPLETED
2026-06-16T09:49:49.028805+00:00,30.052291,31.227295,30.068903,31.322431,13,9.34,22.5,118.8,COMPLETED
2026-06-16T09:51:49.028805+00:00,30.08846,31.229286,30.066686,31.480984,12,24.34,72.2,305.85,COMPLETED
2026-06-16T09:39:49.028805+00:00,29.973061,31.154219,29.916914,31.375102,10,22.18,67.7,282.9,COMPLETED
2026-06-16T09:59:49.028805+00:00,29.992283,31.202754,30.098608,31.163001,11,12.43,25.6,146.62,CANCELLED
2026-06-16T09:32:49.028805+00:00,30.02773,31.265243,29.975423,31.16968,2,10.89,35.3,149.62,COMPLETED
2026-06-16T10:03:49.028805+00:00,29.675636,31.325741,30.007155,31.243702,4,37.7,71.8,405.45,COMPLETED
2026-06-16T10:08:49.028805+00:00,30.021858,31.211889,30.021491,31.246862,11,3.37,6.8,50.48,COMPLETED
2026-06-16T09:59:49.028805+00:00,30.065391,31.336396,30.068653,31.175122,8,15.52,31.3,178.35,COMPLETED
2026-06-16T10:52:49.028805+00:00,30.05763,31.198548,29.970377,31.162542,12,10.3,35.2,145.05,COMPLETED
2026-06-16T10:25:49.028805+00:00,30.08228,31.335509,30.090485,31.175357,8,15.44,44.6,197.7,COMPLETED
2026-06-16T10:30:49.028805+00:00,30.318776,31.613295,30.118877,31.324352,14,35.56,75.8,395.4,COMPLETED
2026-06-16T10:51:49.028805+00:00,30.094598,31.250152,30.04615,31.209362,5,6.67,17.1,90.68,NO_SHOW
2026-06-16T10:33:49.028805+00:00,29.93067,31.154332,30.193315,31.32665,3,33.58,113.0,436.35,COMPLETED
2026-06-16T10:59:49.028805+00:00,30.035561,31.255271,30.084652,31.342649,5,10.03,34.3,141.67,COMPLETED
2026-06-16T11:12:49.028805+00:00,30.084984,31.319082,30.08591,31.20465,9,11.01,28.7,140.62,COMPLETED
2026-06-16T10:42:49.028805+00:00,30.083138,31.346479,30.079672,31.220628,8,12.12,26.1,145.05,CANCELLED
2026-06-16T11:55:49.028805+00:00,30.043381,31.396037,30.005926,31.21788,9,17.65,43.4,212.48,NO_SHOW
2026-06-16T11:39:49.028805+00:00,30.036903,31.236801,29.780899,31.396144,12,32.35,87.8,389.32,COMPLETED
2026-06-16T11:36:49.028805+00:00,30.11244,31.305716,30.170195,31.315986,3,6.5,18.3,91.2,COMPLETED
2026-06-16T11:44:49.028805+00:00,30.076053,31.276225,29.907058,31.261533,2,18.84,48.9,229.65,COMPLETED
2026-06-16T11:32:49.028805+00:00,30.021067,31.180814,30.043691,31.208659,10,3.68,12.8,61.8,COMPLETED
2026-06-16T12:21:49.028805+00:00,29.70186,31.091404,30.01413,31.161895,4,35.38,65.5,378.6,COMPLETED
2026-06-16T11:35:49.028805+00:00,30.050594,31.319265,29.947677,31.210226,7,15.53,33.3,181.42,COMPLETED
2026-06-16T11:56:49.028805+00:00,30.034213,31.263366,29.97406,31.19098,1,9.66,33.7,138.0,COMPLETED
2026-06-16T12:28:49.028805+00:00,30.05216,31.212345,29.891196,31.216696,1,17.9,61.2,241.05,COMPLETED
2026-06-16T12:55:49.028805+00:00,30.03127,31.276102,29.758557,31.504687,1,37.48,101.9,448.95,COMPLETED
2026-06-16T12:59:49.028805+00:00,30.091851,31.18371,30.070935,31.342178,2,15.42,42.4,194.25,COMPLETED
2026-06-16T13:01:49.028805+00:00,30.105678,31.240558,29.939333,31.179615,12,19.4,37.8,217.2,COMPLETED
2026-06-16T13:09:49.028805+00:00,30.180101,31.460674,29.975446,31.129513,6,39.16,70.7,414.75,COMPLETED
2026-06-16T12:34:49.028805+00:00,29.782678,30.797456,30.103847,31.38165,14,66.66,161.6,757.35,COMPLETED
2026-06-16T12:35:49.028805+00:00,30.055621,31.260482,30.013975,31.176483,1,9.32,28.4,127.5,COMPLETED
2026-06-16T12:33:49.028805+00:00,30.073552,31.181137,29.97233,31.21633,12,11.75,28.8,146.32,CANCELLED
2026-06-16T12:32:49.028805+00:00,29.529493,30.903887,30.018213,31.194676,14,61.16,198.7,771.75,COMPLETED
2026-06-16T12:51:49.028805+00:00,30.143162,31.375039,29.999537,31.251953,6,19.88,49.5,238.35,COMPLETED
2026-06-16T12:29:49.028805+00:00,30.078469,31.331886,29.994628,31.192689,8,16.32,54.5,219.15,COMPLETED
2026-06-16T12:41:49.028805+00:00,30.496537,30.983539,30.004283,31.221015,4,59.3,123.5,645.0,COMPLETED
2026-06-16T14:01:49.028805+00:00,30.029955,31.332439,30.015591,31.198478,9,13.0,43.7,178.05,NO_SHOW
2026-06-16T13:56:49.028805+00:00,30.026233,31.200951,30.100486,31.351888,11,16.71,56.0,224.32,COMPLETED
2026-06-16T13:39:49.028805+00:00,29.788569,31.685132,30.04865,31.269153,4,49.43,115.7,559.28,COMPLETED
2026-06-16T14:13:49.028805+00:00,29.515965,30.836704,29.836466,30.973365,14,38.01,123.4,485.18,COMPLETED
2026-06-16T13:56:49.028805+00:00,30.104692,31.159883,30.082782,31.348486,5,18.31,53.3,232.27,CANCELLED
2026-06-16T14:05:49.028805+00:00,30.006402,31.206265,30.049454,31.225793,11,5.14,16.7,78.6,COMPLETED
2026-06-16T13:35:49.028805+00:00,30.285489,31.08457,30.080569,31.343527,14,33.75,97.8,414.82,NO_SHOW
2026-06-16T13:56:49.028805+00:00,30.061806,31.498202,30.127362,31.356267,6,15.48,52.9,210.45,CANCELLED
2026-06-16T13:27:49.028805+00:00,30.072219,31.322808,30.112143,31.283566,6,5.83,12.9,78.08,COMPLETED
2026-06-16T14:44:49.028805+00:00,30.075446,31.30827,30.021223,31.300467,15,6.08,14.1,81.75,COMPLETED
2026-06-16T14:32:49.028805+00:00,29.991191,31.195072,29.816575,31.683275,11,50.91,132.7,595.88,COMPLETED
2026-06-16T15:03:49.028805+00:00,30.075807,31.464334,30.044799,31.204186,6,25.27,80.6,325.42,COMPLETED
2026-06-16T14:48:49.028805+00:00,30.00525,31.265992,30.082358,31.348175,1,11.67,23.6,137.93,COMPLETED
2026-06-16T15:17:49.028805+00:00,30.078205,31.318973,30.094585,31.345418,9,3.13,8.5,51.22,COMPLETED
2026-06-16T14:50:49.028805+00:00,30.054447,31.267396,30.006287,31.235491,3,6.17,13.7,81.82,COMPLETED
2026-06-16T15:21:49.028805+00:00,29.91815,31.268881,30.024386,31.203004,3,13.41,24.7,152.62,COMPLETED
2026-06-16T15:01:49.028805+00:00,30.094396,31.328861,29.937539,31.216744,15,20.51,64.3,265.27,CANCELLED
2026-06-16T14:43:49.028805+00:00,29.976118,31.185411,30.050032,31.214817,3,8.69,21.3,112.12,COMPLETED
2026-06-16T14:59:49.028805+00:00,30.037938,31.154288,30.097215,31.261326,10,12.23,28.4,149.32,COMPLETED
2026-06-16T14:58:49.028805+00:00,30.066416,31.330092,30.029286,31.200545,8,13.13,35.3,166.42,COMPLETED
